"fy_ef","organization_id","organization","core_responsibility","program_id","program_name","planned_spending_1","actual_spending","planned_spending_2","planned_spending_3","planned_ftes_1","actual_ftes","planned_ftes_2","planned_ftes_3","planning_explanation","variance_explanation"
"2020-2021",134,"Department of Natural Resources","Innovative and Sustainable Natural Resources Development","BTM10","Energy Efficiency",64603577.00,57008042.67,54998533.00,53259148.00,265.00,221.00,262.00,260.00,"The reduction in planned spending from 2020-21 to 2022-23 is mainly due to the decrease in the funding profile of the Energy Efficiency Program.","The decrease in planned spending and actual spending is mainly attributed to delays caused by the COVID-19 pandemic resulting in the reprofile of funds in the Energy Efficiency Strategic Innovation Fund, Energy Efficiency Program, and Green Infrastructure Energy Efficient Buildings program.

The decrease between planned FTEs and actual FTEs is mainly attributed to delays in staffing due to COVID-19 and reallocation of resources to other program areas."
"2020-2021",134,"Department of Natural Resources","Innovative and Sustainable Natural Resources Development","BTM11","Energy and Climate Change Policy",8762794.00,11997252.63,8931917.00,8949305.00,74.00,62.00,72.00,72.00,,"The increase between planned spending and actual spending is mainly attributed to the reallocation of resources from other program areas.

The decrease between planned FTEs and actual FTEs is mainly attributed to unplanned departures, delays in staffing, and reallocation of resources to other program areas."
"2020-2021",134,"Department of Natural Resources","Innovative and Sustainable Natural Resources Development","BTM12","Innovative Geospatial Solutions",18530401.00,18102346.47,18583385.00,18493540.00,110.00,115.00,106.00,103.00,,
"2020-2021",134,"Department of Natural Resources","Globally Competitive Natural Resource Sectors","BTO01","Forest Sector Competitiveness",52894773.00,146474812.18,53781519.00,39948516.00,123.00,144.00,119.00,118.00,"The net reduction in planned spending from 2020-21 to 2022-23 is mainly due to the decrease in funding profile for the Green Infrastructure - Phase II Clean Energy for Rural and Remote Communities Program and of the Investments in Forest Industry Program.
These reductions are offset by an increase in the funding profile for Green Construction through Wood.","The increase between planned spending and actual spending is mainly attributed to the new funding received for the Forest Innovation Program, Investments in the Forest Industry Transformation Program, Expanding Market Opportunities Program and COVID-19 Safety Measures in Forest Sector Operations.

The increase between planned FTEs and actual FTEs is mainly attributed to the renewal of the Forest Innovation Program, Investments in the Forest Industry Transformation Program, Expanding Market Opportunities Program and COVID-19 Safety Measures in Forest Sector Operations as well as to the reallocation of resources to other program areas."
"2020-2021",134,"Department of Natural Resources","Globally Competitive Natural Resource Sectors","BTO02","Provision of Federal Leadership in the Minerals and Metals Sector",17414961.00,19602183.38,17152796.00,17181232.00,147.00,142.00,140.00,138.00,,"The increase between planned spending and actual spending is mainly attributed to additional funding received to support existing programs."
"2020-2021",134,"Department of Natural Resources","Globally Competitive Natural Resource Sectors","BTO03","Energy Safety and Security, and Petroleum Resources",10561141.00,12423427.92,9065282.00,8987417.00,85.00,83.00,84.00,85.00,"The reduction in planned spending from 2020-21 to 2022-23 is mainly related to the decreased funding for the Canada-U.S. Collaboration on Cyber Security and Energy and to the sunsetting of the Impact Assessment Regulatory Processes - National Energy Board Modernization Secretariat program scheduled to end March 31, 2021.","The increase between planned spending and actual spending is mainly attributed to the reallocation of resources from other program areas."
"2020-2021",134,"Department of Natural Resources","Globally Competitive Natural Resource Sectors","BTO04","International Energy Engagement",5214158.00,4965580.60,4059758.00,3733233.00,39.00,32.00,37.00,37.00,"The reduction in planned spending from 2020-21 to 2022-23 is due to the sunsetting of the North American Cooperation on Climate, Clean Energy and the Environment Program, scheduled to end on March 31, 2022.","The decrease between planned FTEs and actual FTEs is mainly attributed to unplanned departures, delays in staffing, and reallocation of resources to other program areas."
"2020-2021",134,"Department of Natural Resources","Globally Competitive Natural Resource Sectors","BTO05","Statutory Offshore Payments",305247606.00,229477915.95,460663176.00,796649583.00,0.00,0.00,0.00,0.00,"Statutory payment obligations under the Atlantic Offshore Accord Acts are largely driven by oil and gas prices, production levels and anticipated corporate income taxes related to offshore operations. Economic modeling forecasts in Fall 2019 predicted an increase in these obligations from 2020-21 to 2022-23.","The decrease between planned spending and actual spending is mainly attributed to a decrease in statutory payments to the Newfoundland and Labrador Offshore Petroleum Revenue Fund."
"2020-2021",134,"Department of Natural Resources","Globally Competitive Natural Resource Sectors","BTO06","Natural Resources Canada's Indigenous Partnerships Office - West",18813106.00,20545226.95,12566724.00,183486.00,10.00,31.00,10.00,0.00,"The reduction in planned spending from 2020-21 to 2022-23 is mainly related to the sunsetting of the Implementation of the Indigenous Advisory and Monitoring Committees for Energy Infrastructure Projects, scheduled to end on March 31, 2022. Any decision to renew this program would be reflected in future documents.","The increase between planned FTEs and actual FTEs is mainly attributed to the renewal of the Indigenous Partnership Office - West program."
"2020-2021",134,"Department of Natural Resources","Globally Competitive Natural Resource Sectors","BTO07","Major Projects Management Office Initiative",13694519.00,20513604.43,15237621.00,7227991.00,32.00,58.00,31.00,11.00,"The reduction in planned spending from 2020-21 to 2022-23 is mainly related to reduced funding to Implement Accomodations Measures and Responses to the National Energy Board's Recommendations for the Trans Mountain Expansion Project.","The increase between planned spending and actual spending is mainly attributed to the renewal of the Interim Principal and Capacity to Support Natural Resources Development Projects.

The increase between planned FTEs and actual FTEs is mainly attributed to the renewal of the Interim Principal and Capacity to Support Natural Resources Development Projects."
"2020-2021",134,"Department of Natural Resources","Globally Competitive Natural Resource Sectors","BTO08","Science and Technology Internship Program",2051783.00,16918391.33,1222574.00,1223140.00,0.00,4.00,0.00,0.00,"The reduction in planned spending from 2020-21 to 2022-23 is mainly related to the sunsetting of the Youth Employment and Skills Strategy scheduled to end March 31, 2021.  Any decision to renew this program would be reflected in future documents.","The increase between planned spending and actual spending is mainly attributed to new funding received for the Youth Employment and Skills Strategy program."
"2020-2021",134,"Department of Natural Resources","Internal Services","ISS01","Management and Oversight Services",40501951.00,39077598.82,41868330.00,40478388.00,329.00,279.00,325.00,325.00,,"The decrease between planned FTEs and actual FTEs is mainly attributed to reallocation of resources to other program areas and delays in staffing due to COVID-19."
"2020-2021",134,"Department of Natural Resources","Internal Services","ISS02","Communications Services",12183318.00,14656877.08,12210329.00,12178973.11,128.00,123.00,128.00,128.00,,"The increase between Planned spending and Actual spending is mainly attributed to the additional funding received for new programs."
"2020-2021",134,"Department of Natural Resources","Internal Services","ISS03","Legal Services",1194446.00,4893962.67,1144357.00,1194192.88,5.00,4.00,5.00,5.00,,"The increase between Planned spending and Actual spending is attributed to the reallocation of resources from other programs to cover legal expenditures from the Department of Justice.

The decrease between planned FTEs and actual FTEs is mainly attributed to delays in staffing."
"2020-2021",134,"Department of Natural Resources","Internal Services","ISS04","Human Resources Management Services",16362393.00,21286697.98,16300416.00,16451640.91,165.00,164.00,165.00,165.00,,"The increase between Planned spending and Actual spending is  mainly attributed to reallocation of resources from other program areas."
"2020-2021",134,"Department of Natural Resources","Internal Services","ISS05","Financial Management Services",15663545.00,15986333.88,15743917.00,15751933.85,115.00,108.00,115.00,115.00,,
"2020-2021",134,"Department of Natural Resources","Internal Services","ISS06","Information Management Services",7737292.00,8813925.53,7683375.00,7710504.92,51.00,45.00,51.00,51.00,,"The increase between planned spending and actual spending is mainly attributed to remote working expenditures such as licenses and subscriptions.

The decrease between planned FTEs and actual FTEs is mainly attributed to delays in staffing due to COVID-19."
"2020-2021",134,"Department of Natural Resources","Internal Services","ISS07","Information Technology Services",16020324.00,33924947.72,15971598.00,15954958.29,124.00,126.00,124.00,124.00,,"The increase between Planned spending and Actual spending is  mainly attributed to reallocation of resources from other program areas."
"2020-2021",134,"Department of Natural Resources","Internal Services","ISS08","Real Property Management Services",14184859.00,18715288.91,14164378.00,14284478.02,61.00,72.00,61.00,60.00,,"The increase between planned spending and actual spending is mainly attributed to new projects funded through internal reallocations.

The increase between planned FTEs and actual FTEs is mainly attributed to new projects funded through internal reallocations."
"2020-2021",134,"Department of Natural Resources","Internal Services","ISS09","Materiel Management Services",972144.00,1272719.61,973407.00,963869.20,16.00,16.00,16.00,16.00,,"The increase between planned spending and actual spending is mainly attributed to additional Real Property expenditures."
