fiscal_yr;org_id;service_id;channel;volume_meeting_target;total_volume;volume_not_meeting_target
2021-2022;46;1113;OTH;33518.0;43917.0;10399.0
2021-2022;46;1115;OTH;269924.0;270244.0;320.0
2021-2022;46;1116;OTH;0.0;0.0;0.0
2021-2022;46;1117;OTH;3512.0;6342.0;2830.0
2021-2022;46;1137;OTH;0.0;0.0;0.0
2021-2022;46;1139;TEL;0.0;10165137.0;10165137.0
2021-2022;46;1141;TEL;0.0;2626812.0;2626812.0
2021-2022;46;1143;TEL;0.0;1274382.0;1274382.0
2021-2022;46;1146;POST;0.0;0.0;0.0
2021-2022;46;2450;OTH;1310.0;8191.0;6881.0
2021-2022;46;SRV02816;EML;6.0;6.0;0.0
2021-2022;46;SRV02817;TEL;2335892.0;2468196.0;132304.0
2021-2022;46;SRV02821;OTH;15404.0;15782.0;378.0
2021-2022;46;SRV02822;OTH;4937.0;5023.0;86.0
2021-2022;46;SRV02824;OTH;448.0;492.0;44.0
2021-2022;47;18;OTH;23669.0;30306.0;6637.0
2021-2022;47;18;TEL;38665.0;44175.0;5510.0
2021-2022;552;993;ONL;28.0;28.0;0.0
2021-2022;552;994;ONL;73.0;73.0;0.0
2021-2022;63;2115;EML;0.0;0.0;0.0
2021-2022;63;2569;EML;234.0;245.0;11.0
2021-2022;63;2570;EML;563.0;579.0;16.0
2021-2022;63;2571;EML;421.0;433.0;12.0
2021-2022;63;2573;EML;4.0;4.0;0.0
2021-2022;65;1978;ONL;7278.0;7776.0;498.0
2021-2022;65;1978;POST;14.0;15.0;1.0
2021-2022;65;1979;ONL;192.0;249.0;57.0
2021-2022;65;2;ONL;2651.0;3009.0;358.0
2021-2022;65;4;ONL;95.0;100.0;5.0
2021-2022;65;5;EML;20.0;26.0;6.0
2021-2022;65;6;EML;19.0;23.0;4.0
2021-2022;65;SRV02642;OTH;23.0;25.0;2.0
2021-2022;65;SRV02643;OTH;1203.0;1239.0;36.0
2021-2022;65;SRV02646;OTH;89.0;89.0;0.0
2021-2022;65;SRV02649;ONL;6824.0;7179.0;355.0
2021-2022;65;SRV02660;EML;1054.0;1684.0;630.0
2021-2022;65;SRV02665;EML;319.0;330.0;11.0
2021-2022;65;SRV02666;OTH;158.0;175.0;17.0
2021-2022;65;SRV02678;ONL;1580.0;1698.0;118.0
2021-2022;65;SRV02679;ONL;578.0;611.0;33.0
2021-2022;65;SRV02680;ONL;118.0;333.0;215.0
2021-2022;65;SRV02681;OTH;0.0;565.0;565.0
2021-2022;65;SRV02682;OTH;73.0;73.0;0.0
2021-2022;65;SRV02728;EML;246.0;248.0;2.0
2021-2022;65;SRV02729;OTH;873.0;1052.0;179.0
2021-2022;65;SRV02738;TEL;67867.0;73490.0;5623.0
2021-2022;65;SRV02762;ONL;3375.0;3480.0;105.0
2021-2022;65;SRV02762;OTH;885.0;982.0;97.0
2021-2022;69;1977;EML;264.0;264.0;0.0
2021-2022;69;1991;ONL;10015.0;10946.0;931.0
2021-2022;69;1997;EML;6.0;6.0;0.0
2021-2022;69;1998;EML;1055.0;1055.0;0.0
2021-2022;69;1999;EML;19755.0;19872.0;117.0
2021-2022;69;2000;EML;891.0;898.0;7.0
2021-2022;69;2001;PERSON;8004.0;8020.0;16.0
2021-2022;69;2002;EML;232.0;232.0;0.0
2021-2022;69;2003;ONL;299.0;299.0;0.0
2021-2022;71;1187;ONL;0.0;0.0;0.0
2021-2022;74;1122;OTH;22204.0;23247.0;1043.0
2021-2022;74;2155;ONL;10967.0;10967.0;0.0
2021-2022;74;2155;OTH;2645.0;2744.0;99.0
2021-2022;76;1862;EML;99.0;102.0;3.0
2021-2022;86;1533;ONL;13.0;13.0;0.0
2021-2022;86;2576;ONL;8.0;8.0;0.0
2021-2022;86;657;ONL;749.0;782.0;33.0
2021-2022;87;912;POST;0.0;0.0;0.0
2021-2022;87;915;EML;1116.0;1120.0;4.0
2021-2022;87;917;EML;176.0;189.0;13.0
2021-2022;87;918;EML;1827.0;1982.0;155.0
2021-2022;87;919;EML;739.0;769.0;30.0
2021-2022;87;920;EML;49.0;54.0;5.0
2021-2022;87;921;EML;141.0;142.0;1.0
2021-2022;93;1874;OTH;0.0;0.0;0.0
2021-2022;93;1875;ONL;1929.0;2074.0;145.0
2021-2022;93;1875;TEL;40564.0;41300.0;736.0
2021-2022;95;1462;EML;2.0;2.0;0.0
2021-2022;95;1462;ONL;87.0;87.0;0.0
2021-2022;95;1469;EML;19442.0;19843.0;401.0
2021-2022;95;1474;ONL;208.0;365.0;157.0
2021-2022;95;1658;ONL;585.0;935.0;350.0
2021-2022;95;1671;ONL;1425.0;1524.0;99.0
2021-2022;95;1671;POST;15.0;17.0;2.0
2021-2022;95;SRV02873;EML;1.0;1.0;0.0
2021-2022;95;SRV02875;ONL;352.0;365.0;13.0
2021-2022;95;SRV02877;ONL;11.0;12.0;1.0
2021-2022;95;SRV02878;ONL;365.0;365.0;0.0
2021-2022;95;SRV02879;EML;363.0;365.0;2.0
2021-2022;95;SRV02888;EML;668.0;668.0;0.0
2021-2022;95;SRV02888;ONL;147.0;161.0;14.0
2021-2022;99;165;ONL;3432.0;11865.0;8433.0
2021-2022;99;167;ONL;4500.0;5000.0;500.0
2021-2022;99;2114;ONL;914.0;974.0;60.0
2022-2023;1;127;EML;76.0;78.0;2.0
2022-2023;1;129;EML;114.0;114.0;0.0
2022-2023;1;130;EML;34.0;36.0;2.0
2022-2023;1;130;TEL;64.0;64.0;0.0
2022-2023;1;131;EML;8.0;8.0;0.0
2022-2023;1;131;TEL;1.0;1.0;0.0
2022-2023;1;132;EML;75.0;77.0;2.0
2022-2023;1;132;ONL;20.0;20.0;0.0
2022-2023;1;132;TEL;21.0;22.0;1.0
2022-2023;1;133;ONL;92660.0;95984.0;3324.0
2022-2023;1;134;ONL;5612.0;6019.0;407.0
2022-2023;1;135;EML;345.0;347.0;2.0
2022-2023;1;135;TEL;759.0;844.0;85.0
2022-2023;1;136;EML;43.0;43.0;0.0
2022-2023;1;136;ONL;92.0;93.0;1.0
2022-2023;1;136;TEL;4.0;4.0;0.0
2022-2023;1;137;EML;35.0;37.0;2.0
2022-2023;1;137;ONL;157.0;159.0;2.0
2022-2023;1;137;TEL;25.0;25.0;0.0
2022-2023;1;138;EML;19.0;19.0;0.0
2022-2023;1;138;ONL;107.0;135.0;28.0
2022-2023;1;138;TEL;24.0;24.0;0.0
2022-2023;1;139;EML;18.0;23.0;5.0
2022-2023;1;139;ONL;11.0;21.0;10.0
2022-2023;1;139;TEL;58.0;58.0;0.0
2022-2023;1;140;EML;0.0;0.0;0.0
2022-2023;1;140;ONL;7.0;10.0;3.0
2022-2023;1;140;TEL;0.0;0.0;0.0
2022-2023;1;144;EML;32.0;32.0;0.0
2022-2023;1;144;ONL;27.0;28.0;1.0
2022-2023;1;144;TEL;4.0;4.0;0.0
2022-2023;1;145;EML;4895.0;4941.0;46.0
2022-2023;1;145;ONL;1192.0;1237.0;45.0
2022-2023;1;145;TEL;338.0;338.0;0.0
2022-2023;1;146;EML;33.0;34.0;1.0
2022-2023;1;146;ONL;25.0;30.0;5.0
2022-2023;1;146;TEL;26.0;26.0;0.0
2022-2023;1;148;EML;451.0;497.0;46.0
2022-2023;1;148;ONL;303.0;303.0;0.0
2022-2023;1;149;EML;95.0;95.0;0.0
2022-2023;1;149;TEL;22.0;22.0;0.0
2022-2023;1;152;EML;65.0;81.0;16.0
2022-2023;1;152;ONL;168.0;168.0;0.0
2022-2023;1;152;TEL;0.0;0.0;0.0
2022-2023;1;154;EML;0.0;0.0;0.0
2022-2023;1;154;ONL;10.0;17.0;7.0
2022-2023;1;154;TEL;21.0;21.0;0.0
2022-2023;1;156;EML;94.0;104.0;10.0
2022-2023;1;156;ONL;241.0;252.0;11.0
2022-2023;1;156;TEL;148.0;157.0;9.0
2022-2023;1;158;EML;29.0;29.0;0.0
2022-2023;1;158;ONL;14.0;14.0;0.0
2022-2023;1;158;TEL;4.0;4.0;0.0
2022-2023;1;161;EML;27.0;27.0;0.0
2022-2023;1;161;ONL;10.0;11.0;1.0
2022-2023;1;161;TEL;8.0;8.0;0.0
2022-2023;1;162;EML;55.0;55.0;0.0
2022-2023;1;162;ONL;9.0;12.0;3.0
2022-2023;1;162;TEL;26.0;26.0;0.0
2022-2023;1;163;EML;0.0;0.0;0.0
2022-2023;1;163;ONL;9.0;10.0;1.0
2022-2023;1;163;TEL;8.0;8.0;0.0
2022-2023;1;1980;EML;3.0;3.0;0.0
2022-2023;1;1980;ONL;19.0;19.0;0.0
2022-2023;1;1980;TEL;0.0;0.0;0.0
2022-2023;1;1981;EML;10.0;10.0;0.0
2022-2023;1;1981;ONL;17.0;24.0;7.0
2022-2023;1;1981;TEL;2.0;2.0;0.0
2022-2023;1;1984;EML;507.0;566.0;59.0
2022-2023;1;1984;ONL;204.0;235.0;31.0
2022-2023;1;1984;TEL;456.0;456.0;0.0
2022-2023;1;1985;EML;1018.0;1143.0;125.0
2022-2023;1;1985;ONL;118.0;144.0;26.0
2022-2023;1;1985;TEL;375.0;375.0;0.0
2022-2023;1;1986;EML;0.0;0.0;0.0
2022-2023;1;1986;TEL;2145.0;2145.0;0.0
2022-2023;1;2223;EML;54.0;58.0;4.0
2022-2023;1;2223;ONL;14.0;15.0;1.0
2022-2023;1;2223;TEL;0.0;0.0;0.0
2022-2023;1;2224;TEL;31177.0;32281.0;1104.0
2022-2023;1;SRV02745;EML;53.0;53.0;0.0
2022-2023;1;SRV02745;ONL;12.0;12.0;0.0
2022-2023;1;SRV02745;TEL;60.0;60.0;0.0
2022-2023;1;SRV02746;EML;8.0;8.0;0.0
2022-2023;1;SRV02746;ONL;4.0;4.0;0.0
2022-2023;1;SRV02746;TEL;1.0;1.0;0.0
2022-2023;1;SRV02747;EML;1727.0;2539.0;812.0
2022-2023;1;SRV02747;ONL;546.0;548.0;2.0
2022-2023;1;SRV02747;TEL;881.0;941.0;60.0
2022-2023;1;SRV02748;EML;162.0;170.0;8.0
2022-2023;1;SRV02748;ONL;10.0;10.0;0.0
2022-2023;1;SRV02748;TEL;66.0;66.0;0.0
2022-2023;1;SRV03054;EML;5.0;5.0;0.0
2022-2023;1;SRV03054;ONL;0.0;0.0;0.0
2022-2023;1;SRV03054;TEL;16.0;16.0;0.0
2022-2023;1;SRV03055;EML;4.0;4.0;0.0
2022-2023;1;SRV03055;ONL;0.0;0.0;0.0
2022-2023;1;SRV03055;TEL;16.0;16.0;0.0
2022-2023;1;SRV03056;EML;42.0;50.0;8.0
2022-2023;1;SRV03056;ONL;10.0;10.0;0.0
2022-2023;1;SRV03057;EML;239.0;244.0;5.0
2022-2023;1;SRV03057;ONL;21.0;21.0;0.0
2022-2023;1;SRV03058;EML;1688.0;1734.0;46.0
2022-2023;1;SRV03058;ONL;449.0;449.0;0.0
2022-2023;1;SRV03058;TEL;136.0;141.0;5.0
2022-2023;117;155;FAX;82.0;94.0;12.0
2022-2023;117;155;ONL;661.0;918.0;257.0
2022-2023;117;155;POST;847.0;1030.0;183.0
2022-2023;117;155;TEL;0.0;0.0;0.0
2022-2023;117;160;ONL;195.0;281.0;86.0
2022-2023;117;160;TEL;0.0;0.0;0.0
2022-2023;12;694;EML;4016.0;4511.0;495.0
2022-2023;12;707;EML;4672.0;5745.0;1073.0
2022-2023;12;716;OTH;8089.0;8089.0;0.0
2022-2023;122;1837;EML;642.0;1395.0;753.0
2022-2023;122;1837;ONL;825.0;825.0;0.0
2022-2023;122;1901;EML;49.0;61.0;12.0
2022-2023;122;1901;ONL;46.0;46.0;0.0
2022-2023;122;1902;EML;10.0;71.0;61.0
2022-2023;122;1904;ONL;2329.0;2632.0;303.0
2022-2023;122;1905;ONL;553.0;576.0;23.0
2022-2023;122;1906;ONL;176.0;247.0;71.0
2022-2023;122;1907;EML;33.0;39.0;6.0
2022-2023;122;1908;EML;1468.0;1972.0;504.0
2022-2023;122;1909;EML;552.0;653.0;101.0
2022-2023;122;1910;EML;1192.0;1260.0;68.0
2022-2023;122;1910;ONL;1719.0;1738.0;19.0
2022-2023;122;1911;EML;49.0;50.0;1.0
2022-2023;122;1911;ONL;23.0;23.0;0.0
2022-2023;122;1912;EML;930.0;1411.0;481.0
2022-2023;122;1912;ONL;999.0;1002.0;3.0
2022-2023;122;1913;EML;62.0;117.0;55.0
2022-2023;122;1920;EML;40.0;737.0;697.0
2022-2023;122;1921;EML;0.0;0.0;0.0
2022-2023;122;1922;EML;167.0;388.0;221.0
2022-2023;122;1923;EML;581.0;657.0;76.0
2022-2023;122;1923;ONL;523.0;530.0;7.0
2022-2023;122;1924;EML;612.0;815.0;203.0
2022-2023;122;1925;EML;39.0;49.0;10.0
2022-2023;122;2032;EML;5434.0;5682.0;248.0
2022-2023;122;2358;EML;167.0;230.0;63.0
2022-2023;122;2359;EML;98.0;113.0;15.0
2022-2023;122;SRV03171;EML;1468.0;1972.0;504.0
2022-2023;122;SRV03172;EML;228.0;270.0;42.0
2022-2023;122;SRV03175;EML;498.0;670.0;172.0
2022-2023;122;SRV03175;ONL;467.0;473.0;6.0
2022-2023;122;SRV03179;EML;227.0;246.0;19.0
2022-2023;122;SRV03183;EML;526.0;527.0;1.0
2022-2023;122;SRV03184;EML;418.0;418.0;0.0
2022-2023;122;SRV03187;EML;259.0;260.0;1.0
2022-2023;122;SRV03191;EML;118.0;145.0;27.0
2022-2023;122;SRV03191;ONL;106.0;109.0;3.0
2022-2023;122;SRV03194;EML;24.0;29.0;5.0
2022-2023;122;SRV03194;ONL;19.0;19.0;0.0
2022-2023;122;SRV03207;EML;40.0;737.0;697.0
2022-2023;122;SRV03209;EML;1776.0;1905.0;129.0
2022-2023;122;SRV03255;EML;61.0;88.0;27.0
2022-2023;122;SRV03257;EML;52.0;60.0;8.0
2022-2023;122;SRV03289;EML;25.0;25.0;0.0
2022-2023;122;SRV03291;EML;81.0;261.0;180.0
2022-2023;122;SRV03296;EML;61.0;148.0;87.0
2022-2023;122;SRV03298;EML;99.0;104.0;5.0
2022-2023;122;SRV03298;ONL;69.0;70.0;1.0
2022-2023;122;SRV03301;EML;77.0;84.0;7.0
2022-2023;122;SRV03301;ONL;42.0;42.0;0.0
2022-2023;122;SRV03304;EML;143.0;149.0;6.0
2022-2023;122;SRV03304;ONL;68.0;68.0;0.0
2022-2023;122;SRV03306;EML;5.0;5.0;0.0
2022-2023;122;SRV03308;EML;3.0;3.0;0.0
2022-2023;122;SRV03308;ONL;2.0;2.0;0.0
2022-2023;122;SRV03330;EML;209.0;222.0;13.0
2022-2023;122;SRV03332;EML;5.0;5.0;0.0
2022-2023;122;SRV03334;EML;16.0;25.0;9.0
2022-2023;122;SRV03351;EML;9.0;15.0;6.0
2022-2023;122;SRV03353;EML;176.0;282.0;106.0
2022-2023;122;SRV03353;ONL;153.0;159.0;6.0
2022-2023;122;SRV03355;EML;42.0;69.0;27.0
2022-2023;123;1422;ONL;2646105.0;3049577.0;403472.0
2022-2023;123;1423;OTH;526520.0;2167343.0;1640823.0
2022-2023;123;1428;OTH;585006.0;913975.0;328969.0
2022-2023;123;1466;ONL;0.0;0.0;0.0
2022-2023;123;2132;ONL;114.0;114.0;0.0
2022-2023;123;2238;EML;190000.0;1440000.0;1250000.0
2022-2023;123;2238;TEL;626611.0;1020388.0;393777.0
2022-2023;123;SRV03044;ONL;4629.0;5517.0;888.0
2022-2023;123;SRV03045;ONL;12124.0;17355.0;5231.0
2022-2023;123;SRV03045;POST;11281.0;34714.0;23433.0
2022-2023;123;SRV03046;POST;24618.0;37218.0;12600.0
2022-2023;123;SRV03048;POST;274705.0;433781.0;159076.0
2022-2023;123;SRV03049;OTH;6950.0;16897.0;9947.0
2022-2023;123;SRV03049;PERSON;1680614.0;1750556.0;69942.0
2022-2023;123;SRV03049;POST;1046990.0;1772386.0;725396.0
2022-2023;123;SRV03050;PERSON;181778.0;206231.0;24453.0
2022-2023;123;SRV03050;POST;1398.0;2491.0;1093.0
2022-2023;123;SRV03051;ONL;419879.0;581112.0;161233.0
2022-2023;123;SRV03051;PERSON;0.0;0.0;0.0
2022-2023;123;SRV03051;POST;152356.0;537072.0;384716.0
2022-2023;124;1238;ONL;0.0;0.0;0.0
2022-2023;125;1004;ONL;301.0;312.0;11.0
2022-2023;125;1006;EML;14.0;14.0;0.0
2022-2023;125;1006;ONL;16264.0;16316.0;52.0
2022-2023;125;1008;ONL;260.0;260.0;0.0
2022-2023;125;1011;ONL;98.0;98.0;0.0
2022-2023;125;1013;OTH;0.0;0.0;0.0
2022-2023;125;1035;OTH;113.0;113.0;0.0
2022-2023;125;1043;OTH;2417.0;2445.0;28.0
2022-2023;125;1515;OTH;0.0;0.0;0.0
2022-2023;125;2072;EML;181.0;185.0;4.0
2022-2023;125;2091;OTH;410.0;415.0;5.0
2022-2023;125;2112;OTH;477.0;517.0;40.0
2022-2023;125;2633;ONL;0.0;0.0;0.0
2022-2023;125;2633;OTH;10.0;10.0;0.0
2022-2023;125;2633;PERSON;0.0;0.0;0.0
2022-2023;125;2633;POST;0.0;0.0;0.0
2022-2023;125;2633;TEL;0.0;0.0;0.0
2022-2023;125;846;EML;11.0;11.0;0.0
2022-2023;125;956;OTH;316.0;449.0;133.0
2022-2023;125;956;TEL;46.0;160.0;114.0
2022-2023;126;1683;ONL;0.0;0.0;0.0
2022-2023;126;1689;EML;394315.0;394315.0;0.0
2022-2023;126;1699;POST;0.0;0.0;0.0
2022-2023;126;1855;ONL;14228.0;14228.0;0.0
2022-2023;126;1856;PERSON;158772.0;167231.0;8459.0
2022-2023;126;SRV02838;OTH;16000.0;16000.0;0.0
2022-2023;126;SRV02843;ONL;0.0;0.0;0.0
2022-2023;126;SRV02844;EML;0.0;0.0;0.0
2022-2023;126;SRV03091;OTH;72000.0;72000.0;0.0
2022-2023;126;SRV03219;EML;1000.0;1000.0;0.0
2022-2023;126;SRV03336;EML;248.0;250.0;2.0
2022-2023;126;SRV03339;EML;4.0;4.0;0.0
2022-2023;127;1055;OTH;6023.0;6028.0;5.0
2022-2023;127;1059;OTH;9822.0;13833.0;4011.0
2022-2023;127;1060;OTH;649.0;1062.0;413.0
2022-2023;127;1062;OTH;69386.0;69618.0;232.0
2022-2023;127;1089;OTH;105.0;108.0;3.0
2022-2023;127;1943;EML;1790.0;1819.0;29.0
2022-2023;127;1947;ONL;128.0;133.0;5.0
2022-2023;127;1950;EML;0.0;0.0;0.0
2022-2023;127;1954;ONL;169.0;175.0;6.0
2022-2023;127;1957;POST;2201.0;2728.0;527.0
2022-2023;127;1961;EML;603.0;745.0;142.0
2022-2023;127;1965;EML;1201.0;1820.0;619.0
2022-2023;127;1967;EML;87.0;111.0;24.0
2022-2023;127;2255;ONL;351.0;351.0;0.0
2022-2023;127;747;OTH;932.0;1900.0;968.0
2022-2023;127;761;ONL;316.0;316.0;0.0
2022-2023;127;762;OTH;6000.0;6000.0;0.0
2022-2023;127;763;OTH;656093.0;656093.0;0.0
2022-2023;127;768;TEL;31998.0;39972.0;7974.0
2022-2023;127;770;OTH;1255.0;1255.0;0.0
2022-2023;127;771;ONL;7926.0;7926.0;0.0
2022-2023;127;772;TEL;304.0;328.0;24.0
2022-2023;127;850;ONL;66.0;83.0;17.0
2022-2023;127;859;ONL;292.0;320.0;28.0
2022-2023;127;860;ONL;459.0;461.0;2.0
2022-2023;127;861;ONL;1675.0;1680.0;5.0
2022-2023;127;862;ONL;145.0;160.0;15.0
2022-2023;127;863;ONL;796.0;808.0;12.0
2022-2023;127;864;ONL;235.0;259.0;24.0
2022-2023;127;868;ONL;74.0;164.0;90.0
2022-2023;127;874;EML;2284.0;2341.0;57.0
2022-2023;127;875;OTH;768.0;768.0;0.0
2022-2023;127;876;EML;336.0;336.0;0.0
2022-2023;127;877;EML;3170.0;3174.0;4.0
2022-2023;127;878;EML;124.0;126.0;2.0
2022-2023;127;879;OTH;88727.0;90097.0;1370.0
2022-2023;127;880;OTH;32.0;32.0;0.0
2022-2023;127;SRV02854;EML;100.0;0.0;-100.0
2022-2023;127;SRV02854;OTH;100.0;0.0;-100.0
2022-2023;127;SRV02864;PERSON;24.0;37.0;13.0
2022-2023;127;SRV02864;TEL;45192.0;70720.0;25528.0
2022-2023;127;SRV02865;OTH;10105.0;12538.0;2433.0
2022-2023;127;SRV02901;EML;100.0;100.0;0.0
2022-2023;127;SRV02901;OTH;100.0;100.0;0.0
2022-2023;127;SRV02947;ONL;2672.0;2821.0;149.0
2022-2023;127;SRV02949;ONL;95.0;134.0;39.0
2022-2023;127;SRV03146;OTH;9030.0;11739.0;2709.0
2022-2023;128;1001;OTH;315128.0;359919.0;44791.0
2022-2023;128;1001;TEL;148346.0;2638614.0;2490268.0
2022-2023;128;1003;ONL;1999050.0;2645289.0;646239.0
2022-2023;128;1003;TEL;2648268.0;6653353.0;4005085.0
2022-2023;128;1005;OTH;0.0;0.0;0.0
2022-2023;128;1007;OTH;77975.0;78763.0;788.0
2022-2023;128;1090;OTH;4553.0;4599.0;46.0
2022-2023;128;1093;TEL;1780603.0;2225754.0;445151.0
2022-2023;128;1242;PERSON;1503222.0;1924253.0;421031.0
2022-2023;128;1242;POST;340908.0;661662.0;320754.0
2022-2023;128;1252;PERSON;2670483.0;3435661.0;765178.0
2022-2023;128;1254;FAX;6.0;6.0;0.0
2022-2023;128;1254;ONL;9650.0;9651.0;1.0
2022-2023;128;1254;POST;0.0;0.0;0.0
2022-2023;128;1254;TEL;5076.0;5076.0;0.0
2022-2023;128;1256;OTH;3994.0;4863.0;869.0
2022-2023;128;1266;EML;42566.0;48206.0;5640.0
2022-2023;128;1266;OTH;41901.0;44187.0;2286.0
2022-2023;128;1292;ONL;762305.0;819683.0;57378.0
2022-2023;128;1292;OTH;331461.0;331461.0;0.0
2022-2023;128;1292;PERSON;1429559.0;1443999.0;14440.0
2022-2023;128;1292;POST;6268.0;6813.0;545.0
2022-2023;128;1294;ONL;414206.0;414421.0;215.0
2022-2023;128;1295;EML;3598.0;3651.0;53.0
2022-2023;128;1296;EML;26885.0;26885.0;0.0
2022-2023;128;1296;ONL;1397176.0;1448306.0;51130.0
2022-2023;128;1296;POST;3705.0;3705.0;0.0
2022-2023;128;1296;TEL;607621.0;748262.0;140641.0
2022-2023;128;1298;EML;19.0;19.0;0.0
2022-2023;128;1298;ONL;243087.0;243087.0;0.0
2022-2023;128;1298;POST;38.0;38.0;0.0
2022-2023;128;1298;TEL;19002.0;19205.0;203.0
2022-2023;128;1322;EML;790.0;1082.0;292.0
2022-2023;128;1322;OTH;40759624.0;40962371.0;202747.0
2022-2023;128;1322;POST;179.0;357.0;178.0
2022-2023;128;1322;TEL;23565.0;34599.0;11034.0
2022-2023;128;1331;EML;629.0;911.0;282.0
2022-2023;128;1331;POST;22.0;58.0;36.0
2022-2023;128;1331;TEL;20974.0;29091.0;8117.0
2022-2023;128;1337;OTH;2183.0;3030.0;847.0
2022-2023;128;1369;EML;5.0;5.0;0.0
2022-2023;128;1371;EML;10837.0;12204.0;1367.0
2022-2023;128;1373;OTH;201.0;201.0;0.0
2022-2023;128;1374;OTH;1637.0;2851.0;1214.0
2022-2023;128;7;OTH;311742.0;330754.0;19012.0
2022-2023;128;7;TEL;148346.0;2638614.0;2490268.0
2022-2023;128;991;OTH;50863.0;65386.0;14523.0
2022-2023;128;SRV03064;OTH;535588.0;695928.0;160340.0
2022-2023;128;SRV03065;TEL;24010.0;24500.0;490.0
2022-2023;129;1019;EML;6.0;6.0;0.0
2022-2023;129;1023;EML;3.0;3.0;0.0
2022-2023;129;1157;EML;238.0;238.0;0.0
2022-2023;129;1161;ONL;0.0;0.0;0.0
2022-2023;129;1162;ONL;39.0;39.0;0.0
2022-2023;129;1163;EML;0.0;0.0;0.0
2022-2023;129;1164;OTH;13.0;13.0;0.0
2022-2023;129;1165;OTH;3.0;3.0;0.0
2022-2023;129;1166;EML;0.0;0.0;0.0
2022-2023;129;1356;OTH;935.0;935.0;0.0
2022-2023;129;1432;EML;81.0;81.0;0.0
2022-2023;129;1483;OTH;3.0;3.0;0.0
2022-2023;129;2128;OTH;0.0;0.0;0.0
2022-2023;129;2564;EML;0.0;0.0;0.0
2022-2023;129;SRV03379;EML;0.0;0.0;0.0
2022-2023;130;1218;EML;126.0;126.0;0.0
2022-2023;130;1218;ONL;55.0;55.0;0.0
2022-2023;130;1221;ONL;0.0;0.0;0.0
2022-2023;130;1221;TEL;7675.0;7995.0;320.0
2022-2023;130;1222;ONL;1197.0;1197.0;0.0
2022-2023;130;1234;ONL;38.0;38.0;0.0
2022-2023;130;1235;EML;580.0;643.0;63.0
2022-2023;130;1235;ONL;82091.0;119706.0;37615.0
2022-2023;130;1235;POST;16.0;19.0;3.0
2022-2023;130;1237;ONL;273070.0;273070.0;0.0
2022-2023;130;1243;ONL;535.0;627.0;92.0
2022-2023;130;1244;OTH;192.0;200.0;8.0
2022-2023;130;1248;ONL;628.0;628.0;0.0
2022-2023;130;1250;EML;12.0;12.0;0.0
2022-2023;130;1253;ONL;11904.0;12643.0;739.0
2022-2023;130;1253;OTH;8907.0;9138.0;231.0
2022-2023;130;1255;ONL;7300.0;8561.0;1261.0
2022-2023;130;1255;OTH;227.0;255.0;28.0
2022-2023;130;1258;ONL;86028.0;86138.0;110.0
2022-2023;130;1258;OTH;24662.0;79647.0;54985.0
2022-2023;130;1265;EML;23.0;23.0;0.0
2022-2023;130;1267;OTH;61361.0;73351.0;11990.0
2022-2023;130;1267;POST;22.0;27.0;5.0
2022-2023;130;1268;FAX;0.0;0.0;0.0
2022-2023;130;1268;ONL;0.0;0.0;0.0
2022-2023;130;1268;POST;0.0;0.0;0.0
2022-2023;130;1268;TEL;7.0;9.0;2.0
2022-2023;130;1274;FAX;0.0;0.0;0.0
2022-2023;130;1274;ONL;9.0;10.0;1.0
2022-2023;130;1274;POST;0.0;0.0;0.0
2022-2023;130;1274;TEL;22.0;27.0;5.0
2022-2023;130;1276;FAX;2.0;2.0;0.0
2022-2023;130;1276;ONL;4712.0;5354.0;642.0
2022-2023;130;1276;POST;5.0;6.0;1.0
2022-2023;130;1276;TEL;18695.0;23565.0;4870.0
2022-2023;130;1282;FAX;0.0;0.0;0.0
2022-2023;130;1282;ONL;156.0;178.0;22.0
2022-2023;130;1282;POST;0.0;0.0;0.0
2022-2023;130;1282;TEL;205.0;258.0;53.0
2022-2023;130;1287;FAX;0.0;0.0;0.0
2022-2023;130;1287;ONL;9.0;10.0;1.0
2022-2023;130;1287;POST;0.0;0.0;0.0
2022-2023;130;1287;TEL;150.0;189.0;39.0
2022-2023;130;1289;FAX;0.0;0.0;0.0
2022-2023;130;1289;ONL;97.0;110.0;13.0
2022-2023;130;1289;POST;0.0;0.0;0.0
2022-2023;130;1289;TEL;179.0;225.0;46.0
2022-2023;130;1291;ONL;75.0;78.0;3.0
2022-2023;130;1301;EML;560.0;629.0;69.0
2022-2023;130;1304;EML;1934.0;1935.0;1.0
2022-2023;130;1304;FAX;5.0;5.0;0.0
2022-2023;130;1304;ONL;12187.0;12187.0;0.0
2022-2023;130;1304;POST;425.0;425.0;0.0
2022-2023;130;1306;EML;1959.0;1973.0;14.0
2022-2023;130;1306;ONL;7600.0;7717.0;117.0
2022-2023;130;1306;OTH;603.0;678.0;75.0
2022-2023;130;1306;POST;42.0;43.0;1.0
2022-2023;130;1307;EML;128.0;170.0;42.0
2022-2023;130;1307;TEL;116.0;116.0;0.0
2022-2023;130;1315;ONL;15511.0;15511.0;0.0
2022-2023;130;1323;FAX;0.0;0.0;0.0
2022-2023;130;1323;ONL;0.0;0.0;0.0
2022-2023;130;1323;POST;0.0;0.0;0.0
2022-2023;130;1323;TEL;12.0;15.0;3.0
2022-2023;130;1332;FAX;7.0;7.0;0.0
