service_id;service_name_en;service_name_fr;department_en;department_fr;org_id;fiscal_yr_first;fiscal_yr_latest;service_scope_ext_or_ent
2467;Implementation of the Indian Residential Schools Settlement Agreement and Indian Residential Schools Documents Advisory Committee;Mise en œuvre de la Convention de règlement relative aux pensionnats indiens;Crown-Indigenous Relations and Northern Affairs Canada;Relations Couronne-Autochtones et Affaires du Nord Canada;129;2020-2021;2022-2023;True
2468;Indigenous Childhood Claims Litigation;Litiges relatifs aux réclamations pour les expériences vécues dans l'enfance;Crown-Indigenous Relations and Northern Affairs Canada;Relations Couronne-Autochtones et Affaires du Nord Canada;129;2020-2021;2022-2023;True
249;Permits of equivalent levels of environmental safety;Permis de sécurité environnementale équivalente;Environment and Climate Change Canada;Environnement et Changement climatique Canada;137;2018-2019;2018-2019;True
2531;Orientation;Orientation;Library and Archives Canada;Bibliothèque et Archives Canada;199;2020-2021;2022-2023;True
2532;Grants and Contributions in Aid of Academic Relations;Subventions et contributions en appui aux relations academiques;Global Affairs Canada;Affaires mondiales Canada;126;2020-2021;2020-2021;True
2534;Genealogy;Généalogie;Library and Archives Canada;Bibliothèque et Archives Canada;199;2020-2021;2022-2023;True
2536;Loans to other institutions;Prêts à d'autres institutions;Library and Archives Canada;Bibliothèque et Archives Canada;199;2020-2021;2022-2023;True
2537;LAC User Card Registration Form;Formulaire d'inscription pour la carte d'usager de BAC;Library and Archives Canada;Bibliothèque et Archives Canada;199;2020-2021;2022-2023;True
2540;Loan request for exhibitions;Demande de prêts pour expositions;Library and Archives Canada;Bibliothèque et Archives Canada;199;2020-2021;2022-2023;True
2541;«Listen, Hear Our Voices» Initiative;Initiative «Écoutez pour entendre nos voix»;Library and Archives Canada;Bibliothèque et Archives Canada;199;2020-2021;2022-2023;True
2542;Access to records in support of the Federal Indian Day School Class Action Settl;Accès aux dossiers à l'appui du règlement du recours collectif des externats indiens fédéraux;Library and Archives Canada;Bibliothèque et Archives Canada;199;2020-2021;2021-2022;True
2545;Access to records of former Canadian Armed Forces members;Accès aux dossiers personnels des anciens membres des Forces armées canadiennes;Library and Archives Canada;Bibliothèque et Archives Canada;199;2020-2021;2022-2023;True
2551;Surplus Canadian Publications;Publications canadiennes en surplus;Library and Archives Canada;Bibliothèque et Archives Canada;199;2020-2021;2022-2023;True
2560;Litigation Management Oversight Team;Direction de la surveillance de la gestion des litiges;Crown-Indigenous Relations and Northern Affairs Canada;Relations Couronne-Autochtones et Affaires du Nord Canada;129;2020-2021;2020-2021;True
2561;Strategic Policy, Cabinet and Parliamentary Affairs Branch;Direction générale des politiques stratégiques, des affaires du Cabinet et des affaires parlementaires;Crown-Indigenous Relations and Northern Affairs Canada;Relations Couronne-Autochtones et Affaires du Nord Canada;129;2020-2021;2020-2021;True
2579;Grants in support of Geo-Mapping for Energy and Minerals;Subventions à l'appui du Programme Géocartographie de l?énergie et des minéraux;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2020-2021;True
2586;Electric Vehicle Infrastructure Demonstrations;Démonstrations d'infrastructures pour véhicules électriques;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2022-2023;True
2587;Smart Grid Infrastructure Demonstrations Program;Programme de démonstration de l'infrastructure des réseaux électriques intelligents;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2022-2023;True
2588;Clean Growth in the Natural Resources Sectors Innovation Program;Programme d'innovation sur la croissance propre dans les secteurs des ressources naturelles;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2022-2023;True
2590;Clean Energy for Rural and Remote Communities Program - Demonstration;Programme d'énergie propre pour les collectivités rurales et éloignées;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2022-2023;True
2591;Clean Technology Challenges - Impact Canada Initiative - Grants Portion;Défis de technologies propres - Initiative Impact Canada - subventions;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2020-2021;True
2592;Clean Technology Challenges - Impact Canada Initiative;Défis de technologies propres - Initiative Impact Canada;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2022-2023;True
2593;Emissions Reduction Fund Offshore Research, Development and Demonstration;Le programme de recherche, développement et démonstration extracôtière du Fonds de réduction des émissions;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2022-2023;True
2594;Web content management services;Services de gestion du contenu web;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2022-2023;True
2595;Contributions in support of Mountain Pine Beetle Management in Alberta;Contributions à l'appui de la gestion du dendroctone du pin ponderosa en Alberta;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2022-2023;True
2598;Contribution program for Expanding Market Opportunities;Programme de développement des marchés;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2022-2023;True
2599;Metallurgical Fuel Testing;Analyse des carburant métallurgique;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2021-2022;True
2616;Funding for COVID-19 Safety Measures in Forest Sector Operations;Financement des mesures de sécurité COVID-19 dans les opérations du secteur forestier;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2021-2022;True
261;Permit for disposal at sea;Permis pour l'immersion en mer;Environment and Climate Change Canada;Environnement et Changement climatique Canada;137;2018-2019;2019-2020;True
2621;Impact Canada Initiative;Initiative Impact Canada;Privy Council Office;Bureau du Conseil privé;278;2020-2021;2020-2021;True
2622;Impact Canada Fellowship Program;Le programme de Fellowship d'Impact Canada;Privy Council Office;Bureau du Conseil privé;278;2020-2021;2020-2021;True
2623;Governor-in-Council Appointments - Online account registration;Nominations par le gouverneur en conseil - Création de compte en ligne;Privy Council Office;Bureau du Conseil privé;278;2020-2021;2020-2021;True
2624;Senate Appointments;Nominations au Sénat;Privy Council Office;Bureau du Conseil privé;278;2020-2021;2020-2021;True
2625;Ministerial Correspondence;Correspondance ministérielle;Privy Council Office;Bureau du Conseil privé;278;2020-2021;2020-2021;True
2627;Horizontal Coordination of Government Communications;Coordination horizontale des communications gouvernementales;Privy Council Office;Bureau du Conseil privé;278;2020-2021;2020-2021;True
2628;Horizontal Coordination of Government advertising services;Coordination horizontale des services de publicité du gouvernement;Privy Council Office;Bureau du Conseil privé;278;2020-2021;2020-2021;True
2629;Horizontal Coordination of Government Public opinion research and analysis;Coordination horizontale de la recherche et analyse sur l’opinion publique;Privy Council Office;Bureau du Conseil privé;278;2020-2021;2020-2021;True
262;Hazardous Waste Export and Import Permits;Permis d’exportation et d’importation de déchets dangereux;Environment and Climate Change Canada;Environnement et Changement climatique Canada;137;2018-2019;2020-2021;True
2630;Media monitoring and analysis, media relations;Surveillance et analyse médiatiques, relations avec les médias;Privy Council Office;Bureau du Conseil privé;278;2020-2021;2020-2021;True
289;Processing Applications under the National Energy Board Act, sections 52, 58 or;Traitement des demandes présentées aux termes de l’article 52, 58 ou 58.16 de la loi sur l'Office national de l'énergie.;Canada Energy Regulator;Régie de l'énergie du Canada;221;2018-2019;2020-2021;True
28;Access to cultural activities;Accès à des activités culturelles;The National Battlefields Commission;Commission des champs de bataille nationaux;218;2018-2019;2021-2022;True
31;Refugee Protection;Protection des réfugiés;Immigration and Refugee Board of Canada;Commission de l'immigration et du statut de réfugié du Canada;174;2018-2019;2021-2022;True
32;Refugee Appeals;Appels des réfugiés;Immigration and Refugee Board of Canada;Commission de l'immigration et du statut de réfugié du Canada;174;2018-2019;2021-2022;True
33;Toll-free Voice;Appels sans frais;Shared Services Canada;Services partagés Canada;305;2018-2019;2018-2019;True
353;Financial assistance agreement – Lac Mégantic;Accord d’aide financière - Lac Mégantic;Public Safety Canada;Sécurité publique Canada;135;2018-2019;2021-2022;True
354;Shock Trauma Air Rescue Ambulance Service;Shock Trauma Air Rescue Ambulance Service;Public Safety Canada;Sécurité publique Canada;135;2018-2019;2021-2022;True
35;Bulk Print;Impression en bloc;Shared Services Canada;Services partagés Canada;305;2018-2019;2018-2019;True
39;Midrange;Ordinateurs de milieu de gamme;Shared Services Canada;Services partagés Canada;305;2018-2019;2018-2019;True
40;Mainframe;Ordinateur central;Shared Services Canada;Services partagés Canada;305;2018-2019;2018-2019;True
41;Storage;Stockage;Shared Services Canada;Services partagés Canada;305;2018-2019;2018-2019;True
426;Immigration Appeals;Appels en matière d'immigration;Immigration and Refugee Board of Canada;Commission de l'immigration et du statut de réfugié du Canada;174;2018-2019;2021-2022;True
427;Admissibility Hearings;Enquêtes;Immigration and Refugee Board of Canada;Commission de l'immigration et du statut de réfugié du Canada;174;2018-2019;2021-2022;True
428;Detention Reviews;Contrôle des motifs de détention;Immigration and Refugee Board of Canada;Commission de l'immigration et du statut de réfugié du Canada;174;2018-2019;2021-2022;True
429;Access to Information and Privacy;Accès à l'information et protection des renseignements personnels;Immigration and Refugee Board of Canada;Commission de l'immigration et du statut de réfugié du Canada;174;2018-2019;2021-2022;True
44;Middleware;Intergiciel;Shared Services Canada;Services partagés Canada;305;2018-2019;2018-2019;True
45;Database;Base de données;Shared Services Canada;Services partagés Canada;305;2018-2019;2018-2019;True
49;Web Conferencing;Cyberconférence;Shared Services Canada;Services partagés Canada;305;2018-2019;2018-2019;True
50;Audio Conferencing;Téléconférence;Shared Services Canada;Services partagés Canada;305;2018-2019;2018-2019;True
51;Satellite;Satellite;Shared Services Canada;Services partagés Canada;305;2018-2019;2018-2019;True
52;Internet;Internet;Shared Services Canada;Services partagés Canada;305;2018-2019;2018-2019;True
57;Access to Information and Privacy;Accès à l'information et protection des renseignements personnels;Prairies Economic Development Canada;Développement économique Canada pour les Prairies;140;2018-2019;2019-2020;True
5;Regulatory Clarification;Clarification règlementaires;Canadian Food Inspection Agency;Agence canadienne d'inspection des aliments;65;2018-2019;2022-2023;True
658;Access to Information and Privacy (ATIP);Accès à l'information et protection des renseignements personnels (AIPRP);Department of Justice Canada;Ministère de la Justice Canada;132;2018-2019;2018-2019;True
