fiscal_yr;service_id;online_interaction_point;activation;online_interaction_point_sort
2021-2022;1590;registration;;1
2021-2022;1590;authentication;;2
2021-2022;1590;application;;3
2021-2022;1590;decision;;4
2021-2022;1590;issuance;;5
2021-2022;1590;feedback;;6
2021-2022;1591;registration;N;1
2021-2022;1591;authentication;N;2
2021-2022;1591;application;N;3
2021-2022;1591;decision;N;4
2021-2022;1591;issuance;N;5
2021-2022;1591;feedback;N;6
2021-2022;1592;registration;N;1
2021-2022;1592;authentication;N;2
2021-2022;1592;application;N;3
2021-2022;1592;decision;N;4
2021-2022;1592;issuance;N;5
2021-2022;1592;feedback;N;6
2021-2022;1593;registration;N;1
2021-2022;1593;authentication;N;2
2021-2022;1593;application;N;3
2021-2022;1593;decision;N;4
2021-2022;1593;issuance;N;5
2021-2022;1593;feedback;N;6
2021-2022;1594;registration;;1
2021-2022;1594;authentication;;2
2021-2022;1594;application;;3
2021-2022;1594;decision;;4
2021-2022;1594;issuance;;5
2021-2022;1594;feedback;;6
2021-2022;1595;registration;N;1
2021-2022;1595;authentication;N;2
2021-2022;1595;application;N;3
2021-2022;1595;decision;N;4
2021-2022;1595;issuance;N;5
2021-2022;1595;feedback;N;6
2021-2022;1596;registration;N;1
2021-2022;1596;authentication;N;2
2021-2022;1596;application;N;3
2021-2022;1596;decision;N;4
2021-2022;1596;issuance;N;5
2021-2022;1596;feedback;N;6
2020-2021;1597;registration;N;1
2020-2021;1597;authentication;N;2
2020-2021;1597;application;N;3
2020-2021;1597;decision;N;4
2020-2021;1597;issuance;N;5
2020-2021;1597;feedback;N;6
2021-2022;1598;registration;;1
2021-2022;1598;authentication;;2
2021-2022;1598;application;;3
2021-2022;1598;decision;;4
2021-2022;1598;issuance;;5
2021-2022;1598;feedback;;6
2020-2021;1599;registration;N;1
2020-2021;1599;authentication;N;2
2020-2021;1599;application;N;3
2020-2021;1599;decision;N;4
2020-2021;1599;issuance;N;5
2020-2021;1599;feedback;N;6
2018-2019;16;registration;Y;1
2018-2019;16;authentication;Y;2
2018-2019;16;application;Y;3
2018-2019;16;decision;Y;4
2018-2019;16;issuance;Y;5
2018-2019;16;feedback;Y;6
2022-2023;160;registration;N;1
2022-2023;160;authentication;N;2
2022-2023;160;application;N;3
2022-2023;160;decision;N;4
2022-2023;160;issuance;N;5
2022-2023;160;feedback;N;6
2021-2022;1600;registration;;1
2021-2022;1600;authentication;;2
2021-2022;1600;application;;3
2021-2022;1600;decision;;4
2021-2022;1600;issuance;;5
2021-2022;1600;feedback;;6
2020-2021;1601;registration;N;1
2020-2021;1601;authentication;N;2
2020-2021;1601;application;N;3
2020-2021;1601;decision;N;4
2020-2021;1601;issuance;N;5
2020-2021;1601;feedback;N;6
2021-2022;1602;registration;;1
2021-2022;1602;authentication;;2
2021-2022;1602;application;;3
2021-2022;1602;decision;;4
2021-2022;1602;issuance;;5
2021-2022;1602;feedback;;6
2021-2022;1603;registration;;1
2021-2022;1603;authentication;;2
2021-2022;1603;application;;3
2021-2022;1603;decision;;4
2021-2022;1603;issuance;;5
2021-2022;1603;feedback;;6
2021-2022;1604;registration;;1
2021-2022;1604;authentication;;2
2021-2022;1604;application;;3
2021-2022;1604;decision;;4
2021-2022;1604;issuance;;5
2021-2022;1604;feedback;;6
2021-2022;1605;registration;;1
2021-2022;1605;authentication;;2
2021-2022;1605;application;;3
2021-2022;1605;decision;;4
2021-2022;1605;issuance;;5
2021-2022;1605;feedback;;6
2021-2022;1606;registration;N;1
2021-2022;1606;authentication;N;2
2021-2022;1606;application;N;3
2021-2022;1606;decision;N;4
2021-2022;1606;issuance;N;5
2021-2022;1606;feedback;Y;6
2021-2022;1607;registration;;1
2021-2022;1607;authentication;;2
2021-2022;1607;application;;3
2021-2022;1607;decision;;4
2021-2022;1607;issuance;;5
2021-2022;1607;feedback;;6
2021-2022;1608;registration;Y;1
2021-2022;1608;authentication;Y;2
2021-2022;1608;application;Y;3
2021-2022;1608;decision;Y;4
2021-2022;1608;issuance;Y;5
2021-2022;1608;feedback;Y;6
2021-2022;1609;registration;N;1
2021-2022;1609;authentication;N;2
2021-2022;1609;application;Y;3
2021-2022;1609;decision;N;4
2021-2022;1609;issuance;N;5
2021-2022;1609;feedback;N;6
2022-2023;161;registration;Y;1
2022-2023;161;authentication;Y;2
2022-2023;161;application;Y;3
2022-2023;161;decision;Y;4
2022-2023;161;issuance;Y;5
2022-2023;161;feedback;Y;6
2020-2021;1610;registration;N;1
2020-2021;1610;authentication;N;2
2020-2021;1610;application;N;3
2020-2021;1610;decision;N;4
2020-2021;1610;issuance;N;5
2020-2021;1610;feedback;N;6
2021-2022;1611;registration;N;1
2021-2022;1611;authentication;N;2
2021-2022;1611;application;N;3
2021-2022;1611;decision;N;4
2021-2022;1611;issuance;N;5
2021-2022;1611;feedback;N;6
2021-2022;1612;registration;N;1
2021-2022;1612;authentication;N;2
2021-2022;1612;application;N;3
2021-2022;1612;decision;N;4
2021-2022;1612;issuance;N;5
2021-2022;1612;feedback;N;6
2021-2022;1613;registration;;1
2021-2022;1613;authentication;;2
2021-2022;1613;application;;3
2021-2022;1613;decision;;4
2021-2022;1613;issuance;;5
2021-2022;1613;feedback;;6
2021-2022;1614;registration;N;1
2021-2022;1614;authentication;N;2
2021-2022;1614;application;N;3
2021-2022;1614;decision;N;4
2021-2022;1614;issuance;N;5
2021-2022;1614;feedback;N;6
2021-2022;1615;registration;;1
2021-2022;1615;authentication;;2
2021-2022;1615;application;;3
2021-2022;1615;decision;;4
2021-2022;1615;issuance;;5
2021-2022;1615;feedback;;6
2021-2022;1616;registration;N;1
2021-2022;1616;authentication;N;2
2021-2022;1616;application;N;3
2021-2022;1616;decision;N;4
2021-2022;1616;issuance;N;5
2021-2022;1616;feedback;N;6
2019-2020;1617;registration;N;1
2019-2020;1617;authentication;N;2
2019-2020;1617;application;N;3
2019-2020;1617;decision;N;4
2019-2020;1617;issuance;N;5
2019-2020;1617;feedback;N;6
2021-2022;1618;registration;;1
2021-2022;1618;authentication;;2
2021-2022;1618;application;;3
2021-2022;1618;decision;;4
2021-2022;1618;issuance;;5
2021-2022;1618;feedback;;6
2021-2022;1619;registration;;1
2021-2022;1619;authentication;;2
2021-2022;1619;application;;3
2021-2022;1619;decision;;4
2021-2022;1619;issuance;;5
2021-2022;1619;feedback;;6
2022-2023;162;registration;N;1
2022-2023;162;authentication;N;2
2022-2023;162;application;N;3
2022-2023;162;decision;N;4
2022-2023;162;issuance;Y;5
2022-2023;162;feedback;Y;6
2021-2022;1620;registration;N;1
2021-2022;1620;authentication;N;2
2021-2022;1620;application;N;3
2021-2022;1620;decision;N;4
2021-2022;1620;issuance;N;5
2021-2022;1620;feedback;N;6
2021-2022;1621;registration;;1
2021-2022;1621;authentication;;2
2021-2022;1621;application;;3
2021-2022;1621;decision;;4
2021-2022;1621;issuance;;5
2021-2022;1621;feedback;;6
2021-2022;1622;registration;N;1
2021-2022;1622;authentication;N;2
2021-2022;1622;application;N;3
2021-2022;1622;decision;N;4
2021-2022;1622;issuance;N;5
2021-2022;1622;feedback;N;6
2021-2022;1623;registration;Y;1
2021-2022;1623;authentication;N;2
2021-2022;1623;application;Y;3
2021-2022;1623;decision;N;4
2021-2022;1623;issuance;N;5
2021-2022;1623;feedback;;6
2021-2022;1624;registration;;1
2021-2022;1624;authentication;;2
2021-2022;1624;application;;3
2021-2022;1624;decision;;4
2021-2022;1624;issuance;;5
2021-2022;1624;feedback;;6
2021-2022;1625;registration;Y;1
2021-2022;1625;authentication;N;2
2021-2022;1625;application;Y;3
2021-2022;1625;decision;N;4
2021-2022;1625;issuance;N;5
2021-2022;1625;feedback;N;6
2021-2022;1626;registration;;1
2021-2022;1626;authentication;;2
2021-2022;1626;application;;3
2021-2022;1626;decision;;4
2021-2022;1626;issuance;;5
2021-2022;1626;feedback;;6
2021-2022;1627;registration;;1
2021-2022;1627;authentication;;2
2021-2022;1627;application;;3
2021-2022;1627;decision;;4
2021-2022;1627;issuance;;5
2021-2022;1627;feedback;;6
2022-2023;1628;registration;Y;1
2022-2023;1628;authentication;Y;2
2022-2023;1628;application;Y;3
2022-2023;1628;decision;Y;4
2022-2023;1628;issuance;Y;5
2022-2023;1628;feedback;Y;6
2021-2022;1629;registration;N;1
2021-2022;1629;authentication;N;2
2021-2022;1629;application;N;3
2021-2022;1629;decision;;4
2021-2022;1629;issuance;;5
2021-2022;1629;feedback;;6
2022-2023;163;registration;N;1
2022-2023;163;authentication;N;2
2022-2023;163;application;N;3
2022-2023;163;decision;N;4
2022-2023;163;issuance;Y;5
2022-2023;163;feedback;Y;6
2020-2021;1631;registration;;1
2020-2021;1631;authentication;;2
2020-2021;1631;application;N;3
2020-2021;1631;decision;Y;4
2020-2021;1631;issuance;;5
2020-2021;1631;feedback;;6
2021-2022;1632;registration;;1
2021-2022;1632;authentication;;2
2021-2022;1632;application;N;3
2021-2022;1632;decision;Y;4
2021-2022;1632;issuance;;5
2021-2022;1632;feedback;;6
2022-2023;1633;registration;;1
2022-2023;1633;authentication;;2
2022-2023;1633;application;;3
2022-2023;1633;decision;;4
2022-2023;1633;issuance;;5
2022-2023;1633;feedback;;6
2021-2022;1634;registration;;1
2021-2022;1634;authentication;;2
2021-2022;1634;application;N;3
2021-2022;1634;decision;Y;4
2021-2022;1634;issuance;;5
2021-2022;1634;feedback;;6
2021-2022;1635;registration;;1
2021-2022;1635;authentication;;2
2021-2022;1635;application;;3
2021-2022;1635;decision;;4
2021-2022;1635;issuance;;5
2021-2022;1635;feedback;;6
2021-2022;1636;registration;;1
2021-2022;1636;authentication;;2
2021-2022;1636;application;;3
2021-2022;1636;decision;;4
2021-2022;1636;issuance;;5
2021-2022;1636;feedback;;6
2021-2022;1637;registration;N;1
2021-2022;1637;authentication;N;2
2021-2022;1637;application;N;3
2021-2022;1637;decision;N;4
2021-2022;1637;issuance;N;5
2021-2022;1637;feedback;N;6
2021-2022;1638;registration;N;1
2021-2022;1638;authentication;N;2
2021-2022;1638;application;N;3
2021-2022;1638;decision;N;4
2021-2022;1638;issuance;N;5
2021-2022;1638;feedback;N;6
2018-2019;1639;registration;;1
2018-2019;1639;authentication;;2
2018-2019;1639;application;;3
2018-2019;1639;decision;;4
2018-2019;1639;issuance;;5
2018-2019;1639;feedback;;6
2019-2020;164;registration;N;1
2019-2020;164;authentication;N;2
2019-2020;164;application;Y;3
2019-2020;164;decision;Y;4
2019-2020;164;issuance;Y;5
2019-2020;164;feedback;Y;6
2021-2022;1640;registration;Y;1
2021-2022;1640;authentication;Y;2
2021-2022;1640;application;Y;3
2021-2022;1640;decision;Y;4
2021-2022;1640;issuance;Y;5
2021-2022;1640;feedback;Y;6
2021-2022;1641;registration;Y;1
2021-2022;1641;authentication;Y;2
2021-2022;1641;application;Y;3
2021-2022;1641;decision;Y;4
2021-2022;1641;issuance;Y;5
2021-2022;1641;feedback;Y;6
2022-2023;1642;registration;;1
2022-2023;1642;authentication;;2
2022-2023;1642;application;;3
2022-2023;1642;decision;;4
2022-2023;1642;issuance;;5
2022-2023;1642;feedback;;6
2021-2022;1643;registration;Y;1
2021-2022;1643;authentication;Y;2
2021-2022;1643;application;Y;3
2021-2022;1643;decision;Y;4
2021-2022;1643;issuance;Y;5
2021-2022;1643;feedback;Y;6
2021-2022;1644;registration;Y;1
2021-2022;1644;authentication;Y;2
2021-2022;1644;application;Y;3
2021-2022;1644;decision;Y;4
2021-2022;1644;issuance;Y;5
2021-2022;1644;feedback;Y;6
2021-2022;1645;registration;Y;1
2021-2022;1645;authentication;Y;2
2021-2022;1645;application;Y;3
2021-2022;1645;decision;Y;4
2021-2022;1645;issuance;Y;5
2021-2022;1645;feedback;Y;6
2020-2021;1646;registration;;1
2020-2021;1646;authentication;;2
2020-2021;1646;application;;3
2020-2021;1646;decision;;4
2020-2021;1646;issuance;;5
2020-2021;1646;feedback;;6
2021-2022;1647;registration;N;1
2021-2022;1647;authentication;N;2
2021-2022;1647;application;N;3
2021-2022;1647;decision;N;4
2021-2022;1647;issuance;N;5
2021-2022;1647;feedback;N;6
2021-2022;1648;registration;N;1
2021-2022;1648;authentication;N;2
2021-2022;1648;application;Y;3
2021-2022;1648;decision;N;4
2021-2022;1648;issuance;N;5
2021-2022;1648;feedback;N;6
2021-2022;1649;registration;N;1
2021-2022;1649;authentication;N;2
2021-2022;1649;application;N;3
2021-2022;1649;decision;N;4
2021-2022;1649;issuance;N;5
2021-2022;1649;feedback;N;6
2021-2022;165;registration;N;1
2021-2022;165;authentication;N;2
2021-2022;165;application;Y;3
2021-2022;165;decision;Y;4
2021-2022;165;issuance;N;5
2021-2022;165;feedback;N;6
2020-2021;1650;registration;N;1
2020-2021;1650;authentication;N;2
2020-2021;1650;application;N;3
2020-2021;1650;decision;N;4
2020-2021;1650;issuance;N;5
2020-2021;1650;feedback;N;6
2021-2022;1651;registration;N;1
2021-2022;1651;authentication;N;2
2021-2022;1651;application;N;3
2021-2022;1651;decision;N;4
2021-2022;1651;issuance;N;5
2021-2022;1651;feedback;N;6
2019-2020;1652;registration;;1
2019-2020;1652;authentication;;2
2019-2020;1652;application;;3
2019-2020;1652;decision;;4
2019-2020;1652;issuance;;5
2019-2020;1652;feedback;;6
2022-2023;1653;registration;Y;1
2022-2023;1653;authentication;N;2
2022-2023;1653;application;N;3
2022-2023;1653;decision;N;4
2022-2023;1653;issuance;N;5
2022-2023;1653;feedback;Y;6
2022-2023;1654;registration;;1
2022-2023;1654;authentication;;2
2022-2023;1654;application;;3
2022-2023;1654;decision;;4
2022-2023;1654;issuance;;5
2022-2023;1654;feedback;;6
2021-2022;1655;registration;N;1
2021-2022;1655;authentication;N;2
2021-2022;1655;application;N;3
2021-2022;1655;decision;N;4
2021-2022;1655;issuance;N;5
2021-2022;1655;feedback;N;6
2022-2023;1656;registration;;1
2022-2023;1656;authentication;;2
2022-2023;1656;application;;3
2022-2023;1656;decision;;4
2022-2023;1656;issuance;Y;5
2022-2023;1656;feedback;Y;6
2022-2023;1657;registration;;1
2022-2023;1657;authentication;;2
2022-2023;1657;application;;3
2022-2023;1657;decision;;4
2022-2023;1657;issuance;;5
2022-2023;1657;feedback;;6
2022-2023;1658;registration;;1
2022-2023;1658;authentication;;2
2022-2023;1658;application;Y;3
2022-2023;1658;decision;;4
2022-2023;1658;issuance;;5
2022-2023;1658;feedback;Y;6
2021-2022;1659;registration;N;1
2021-2022;1659;authentication;N;2
2021-2022;1659;application;N;3
2021-2022;1659;decision;N;4
2021-2022;1659;issuance;N;5
2021-2022;1659;feedback;N;6
2021-2022;166;registration;N;1
2021-2022;166;authentication;N;2
2021-2022;166;application;N;3
2021-2022;166;decision;Y;4
2021-2022;166;issuance;Y;5
2021-2022;166;feedback;N;6
2021-2022;1660;registration;N;1
2021-2022;1660;authentication;N;2
2021-2022;1660;application;N;3
2021-2022;1660;decision;N;4
2021-2022;1660;issuance;N;5
2021-2022;1660;feedback;N;6
2021-2022;1661;registration;;1
2021-2022;1661;authentication;;2
2021-2022;1661;application;;3
2021-2022;1661;decision;;4
2021-2022;1661;issuance;;5
2021-2022;1661;feedback;;6
2021-2022;1662;registration;Y;1
2021-2022;1662;authentication;Y;2
2021-2022;1662;application;Y;3
2021-2022;1662;decision;N;4
2021-2022;1662;issuance;Y;5
2021-2022;1662;feedback;N;6
2019-2020;1663;registration;Y;1
2019-2020;1663;authentication;Y;2
2019-2020;1663;application;Y;3
2019-2020;1663;decision;Y;4
2019-2020;1663;issuance;Y;5
2019-2020;1663;feedback;N;6
2019-2020;1664;registration;N;1
2019-2020;1664;authentication;N;2
2019-2020;1664;application;Y;3
2019-2020;1664;decision;N;4
2019-2020;1664;issuance;N;5
2019-2020;1664;feedback;N;6
2021-2022;1665;registration;;1
2021-2022;1665;authentication;;2
2021-2022;1665;application;;3
2021-2022;1665;decision;;4
2021-2022;1665;issuance;;5
2021-2022;1665;feedback;;6
2019-2020;1666;registration;;1
2019-2020;1666;authentication;;2
2019-2020;1666;application;;3
2019-2020;1666;decision;;4
2019-2020;1666;issuance;;5
2019-2020;1666;feedback;;6
2019-2020;1668;registration;;1
2019-2020;1668;authentication;;2
2019-2020;1668;application;;3
2019-2020;1668;decision;;4
2019-2020;1668;issuance;;5
2019-2020;1668;feedback;;6
2021-2022;1669;registration;;1
2021-2022;1669;authentication;;2
2021-2022;1669;application;;3
2021-2022;1669;decision;;4
2021-2022;1669;issuance;;5
2021-2022;1669;feedback;;6
2022-2023;167;registration;N;1
2022-2023;167;authentication;N;2
2022-2023;167;application;N;3
2022-2023;167;decision;N;4
2022-2023;167;issuance;N;5
2022-2023;167;feedback;N;6
2022-2023;1670;registration;;1
2022-2023;1670;authentication;N;2
2022-2023;1670;application;N;3
2022-2023;1670;decision;N;4
2022-2023;1670;issuance;N;5
2022-2023;1670;feedback;N;6
2022-2023;1671;registration;Y;1
2022-2023;1671;authentication;Y;2
2022-2023;1671;application;Y;3
2022-2023;1671;decision;Y;4
2022-2023;1671;issuance;Y;5
2022-2023;1671;feedback;Y;6
2022-2023;1672;registration;N;1
2022-2023;1672;authentication;N;2
2022-2023;1672;application;N;3
2022-2023;1672;decision;N;4
2022-2023;1672;issuance;N;5
2022-2023;1672;feedback;N;6
2022-2023;1673;registration;N;1
2022-2023;1673;authentication;N;2
2022-2023;1673;application;;3
2022-2023;1673;decision;;4
2022-2023;1673;issuance;;5
2022-2023;1673;feedback;;6
2022-2023;1674;registration;;1
2022-2023;1674;authentication;;2
2022-2023;1674;application;;3
2022-2023;1674;decision;;4
2022-2023;1674;issuance;;5
2022-2023;1674;feedback;;6
2022-2023;1675;registration;;1
2022-2023;1675;authentication;;2
2022-2023;1675;application;;3
2022-2023;1675;decision;;4
2022-2023;1675;issuance;;5
2022-2023;1675;feedback;;6
2022-2023;1676;registration;;1
2022-2023;1676;authentication;;2
2022-2023;1676;application;;3
2022-2023;1676;decision;;4
2022-2023;1676;issuance;;5
2022-2023;1676;feedback;;6
2022-2023;1677;registration;Y;1
2022-2023;1677;authentication;;2
2022-2023;1677;application;Y;3
2022-2023;1677;decision;;4
2022-2023;1677;issuance;Y;5
2022-2023;1677;feedback;N;6
2019-2020;1678;registration;;1
2019-2020;1678;authentication;;2
2019-2020;1678;application;Y;3
2019-2020;1678;decision;;4
2019-2020;1678;issuance;;5
2019-2020;1678;feedback;;6
2022-2023;1679;registration;;1
2022-2023;1679;authentication;Y;2
2022-2023;1679;application;;3
2022-2023;1679;decision;;4
2022-2023;1679;issuance;Y;5
2022-2023;1679;feedback;;6
2021-2022;168;registration;N;1
2021-2022;168;authentication;N;2
2021-2022;168;application;Y;3
2021-2022;168;decision;Y;4
2021-2022;168;issuance;Y;5
2021-2022;168;feedback;N;6
2022-2023;1680;registration;N;1
2022-2023;1680;authentication;N;2
2022-2023;1680;application;N;3
2022-2023;1680;decision;N;4
2022-2023;1680;issuance;N;5
2022-2023;1680;feedback;N;6
2019-2020;1681;registration;N;1
2019-2020;1681;authentication;N;2
2019-2020;1681;application;N;3
2019-2020;1681;decision;N;4
2019-2020;1681;issuance;N;5
2019-2020;1681;feedback;N;6
2019-2020;1682;registration;N;1
2019-2020;1682;authentication;N;2
2019-2020;1682;application;N;3
2019-2020;1682;decision;N;4
2019-2020;1682;issuance;N;5
2019-2020;1682;feedback;N;6
2022-2023;1683;registration;;1
2022-2023;1683;authentication;N;2
2022-2023;1683;application;Y;3
2022-2023;1683;decision;N;4
2022-2023;1683;issuance;N;5
2022-2023;1683;feedback;Y;6
2018-2019;1684;registration;N;1
2018-2019;1684;authentication;N;2
2018-2019;1684;application;N;3
2018-2019;1684;decision;N;4
2018-2019;1684;issuance;N;5
2018-2019;1684;feedback;N;6
2019-2020;1685;registration;N;1
2019-2020;1685;authentication;N;2
2019-2020;1685;application;N;3
2019-2020;1685;decision;N;4
2019-2020;1685;issuance;N;5
2019-2020;1685;feedback;N;6
2019-2020;1686;registration;N;1
2019-2020;1686;authentication;N;2
2019-2020;1686;application;N;3
2019-2020;1686;decision;N;4
2019-2020;1686;issuance;N;5
2019-2020;1686;feedback;N;6
2021-2022;1688;registration;N;1
2021-2022;1688;authentication;Y;2
2021-2022;1688;application;Y;3
2021-2022;1688;decision;Y;4
2021-2022;1688;issuance;Y;5
2021-2022;1688;feedback;Y;6
2022-2023;1689;registration;N;1
2022-2023;1689;authentication;;2
2022-2023;1689;application;;3
2022-2023;1689;decision;;4
2022-2023;1689;issuance;Y;5
2022-2023;1689;feedback;N;6
2022-2023;169;registration;Y;1
2022-2023;169;authentication;Y;2
2022-2023;169;application;Y;3
2022-2023;169;decision;Y;4
2022-2023;169;issuance;;5
2022-2023;169;feedback;Y;6
2022-2023;1690;registration;Y;1
2022-2023;1690;authentication;Y;2
2022-2023;1690;application;Y;3
2022-2023;1690;decision;N;4
2022-2023;1690;issuance;Y;5
2022-2023;1690;feedback;N;6
2022-2023;1691;registration;Y;1
