"fy_ef","organization_id","organization","core_responsibility","program_id","program_name","planned_spending_1","actual_spending","planned_spending_2","planned_spending_3","planned_ftes_1","actual_ftes","planned_ftes_2","planned_ftes_3","planning_explanation","variance_explanation"
"FY 2018-19",348,"Department of Indigenous Services Canada","First Nations and Inuit Health","BWU02","Home and Community Care",104830669.00,146545836.73,104830150.00,104829880.00,61.00,95.00,61.00,73.00,,"Explanation of spending:
•	Internal reallocation of resources from the other health programs to meet First Nations and Inuit Health priorities under this program.
•	Building healthier First Nations and Inuit communities.
Explanattion of FTEs: The variance in FTEs utilizationis mainly due to in-year resources received for Building Healthier First Nations Communities, and the reallocation of resources from other FNIH programs."
"FY 2018-19",348,"Department of Indigenous Services Canada","First Nations and Inuit Health","BWU03","Communicable Diseases Control and Management",63121419.00,79407748.16,65547445.00,67840454.00,185.00,179.00,185.00,212.00,,"Explanation of spending: 
• Inuit Health (Budget 2018).
• Building healthier First Nations and Inuit communities."
"FY 2018-19",348,"Department of Indigenous Services Canada","First Nations and Inuit Health","BWU04","Mental Wellness",308671208.00,391869665.94,292729160.00,302876170.00,122.00,149.00,117.00,89.00,,"Explanation of spending:
•	Increased health support for survivors of Indian Residential Schools and their families (Budget 2018).
•	Addictions treatment and prevention services in First Nations and Inuit communities (Budget 2018).
•	Transfer from Health Canada to ISC to address critical health services, pressures, and infrastructure in First Nations communities related to opioids treatment.
•	National Inquiry into Missing and Murdered Indigenous Women and Girls Interim Report.
•	Renewal of Labrador Innu Health Programs.
•	Internal reallocation of resources within First Nations and Inuit Health programs to meet overall health needs for members of First Nations and Inuit communities and address health programs priorities and requirements.
Explanation of FTEs: The variance in FTE utilization is mainly due to in-year resources received for the Indian Residential Schools Settlement Agreement, National inquiry into Missing and Murdered Women and Girls, Addiction treatment services in First Nations and Inuit Communities and Prevention, Services and Labrador Innu Health Programs."
"FY 2018-19",348,"Department of Indigenous Services Canada","First Nations and Inuit Health","BWU05","Healthy Living",85269719.00,92830560.92,85887177.00,86452466.00,128.00,119.00,128.00,133.00,,
"FY 2018-19",348,"Department of Indigenous Services Canada","First Nations and Inuit Health","BWU06","Healthy Child Development",103471215.00,179337201.67,103380761.00,103288030.00,106.00,92.00,106.00,118.00,,"Explanation of spending: Indigenous Early Learning and Child Care Transformation Initiative.
Explanation of FTEs: Does not represent a significant variance."
"FY 2018-19",348,"Department of Indigenous Services Canada","First Nations and Inuit Health","BWU07","Child First Initiative – Jordan's Principle",167931828.00,392414537.76,0.00,0.00,20.00,65.00,0.00,0.00,,"Explanation of spending:
•	Health, social and education services and support for First Nations children under Jordan’s Principle.
•	This is a demand-driven program thus the deferral of funding for Jordan’s Principle to future year for the intended purpose.
Explanation of FTEs: The variance in FTE utilization is mainly due to in-year resources received for Child First Initiative - Jordan's Principle and the re-allocation of resources from other FNIH programs."
"FY 2018-19",348,"Department of Indigenous Services Canada","First Nations and Inuit Health","BWU08","Supplementary Health Benefits",1347689408.00,1441791729.00,1418818127.00,1480334884.00,466.00,534.00,466.00,391.00,,"Explanation of FTEs: The variance in  FTEs utilization is mainly due to FTEs reallocated from other FNIH programs to support the NIHB program."
"FY 2018-19",348,"Department of Indigenous Services Canada","First Nations and Inuit Health","BWU09","Health Planning, Quality Management and Systems Integration",150518304.00,180176448.61,156788129.00,162929034.00,84.00,73.00,84.00,108.00,,"Explanation of spending:
•	First Nations Health Services Accreditation Program (Budget 2018).
•	Internal reallocation of resources from the other health programs to meet First Nations and Inuit Health priorities under this program.
Explanation of FTEs: Does not represent a significant variance."
"FY 2018-19",348,"Department of Indigenous Services Canada","First Nations and Inuit Health","BWU10","Health Human Resources",10398779.00,5906284.21,10642019.00,10882644.00,9.00,8.00,9.00,17.00,,"Explanation of spending: Internal reallocation of resources within First Nations and Inuit Health programs to meet overall health needs for members of First Nations and Inuit communities and address health programs priorities and requirements.
Explanation of FTEs: Does not represent a significant variance."
"FY 2018-19",348,"Department of Indigenous Services Canada","First Nations and Inuit Health","BWU11","Health Facilities",61615353.00,173325212.79,60973616.00,62012708.00,28.00,74.00,28.00,36.00,,"Explanation of spending:
•	Health infrastructure projects on-reserve.
•	Infrastructure projects in Indigenous communities (Budget 2016, Budget 2017 and Budget 2018).
•	Addictions treatment and prevention services in First Nations and Inuit communities (Budget 2018).
•	Internal reallocation of resources from the other health programs to meet First Nations and Inuit Health priorities under this program.
Explanation of FTEs: The variance in FTE utilization is mainly due to in-year resources received for Health Social Infrastructure projects and Addictions treatment and prevention services in First Nations and Inuit communities."
"FY 2018-19",348,"Department of Indigenous Services Canada","First Nations and Inuit Health","BWU12","e-Health Infostructure",7111726.00,26277575.42,7111726.00,7111726.00,49.00,49.00,49.00,59.00,,"Explanation of spending: e-Health Infostructure Program (Budget 2018)."
"FY 2018-19",348,"Department of Indigenous Services Canada","First Nations and Inuit Health","BWU13","British Columbia Tripartite Health Governance",493325415.00,491076435.00,519955996.00,548169199.00,0.00,0.00,0.00,0.00,,
"FY 2018-19",348,"Department of Indigenous Services Canada","First Nations and Inuit Health","BWU14","Environmental Public Health",24904893.00,41574711.31,27967954.00,29971921.00,146.00,166.00,146.00,116.00,,"Explanation of spending:
•	First Nations Water and Wastewater Enhanced Program and to monitor and test on-reserve drinking water.
•	Internal reallocation of resources within First Nations and Inuit Health programs to meet overall health needs for members of First Nations and Inuit communities and address health programs priorities and requirements.
Explanation of FTEs: The variance in FTE utilization is mainly due to in-year resources received for the First Nations Water and Wastewater and to improve monitoring and testing of on-reserve community drinking  water."
"FY 2018-19",348,"Department of Indigenous Services Canada","Internal Services","ISS01","Management and Oversight Services - Department of Indigenous Services Canada",12440573.88,35946506.61,11063787.83,10999587.77,129.00,148.00,127.00,127.00,,"Explanation of spending:
•	New funding for internal support services.
•	Internal reallocation of resources from other programs.
Explanation of FTEs: Does not represent a significant variance."
"FY 2018-19",348,"Department of Indigenous Services Canada","Internal Services","ISS02","Communications Services - Department of Indigenous Services Canada",5454751.20,7303353.22,4294591.92,4302921.43,66.00,83.00,65.00,65.00,,"Explanation of spending:
•	New funding for internal support services.
•	Internal reallocation of resources from other programs.
Explanation of FTEs: Does not represent a significant variance."
"FY 2018-19",348,"Department of Indigenous Services Canada","Internal Services","ISS03","Legal Service - Department of Indigenous Services Canada",290813.00,11412493.33,290813.00,290813.00,3.00,3.00,3.00,3.00,,"Explanation of spending:
• New funding for internal support services.
•  Internal reallocation of resources from other programs."
"FY 2018-19",348,"Department of Indigenous Services Canada","Internal Services","ISS04","Human Resources Management Services - Department of Indigenous Services Canada",7799500.68,12724621.87,7638140.70,7664206.92,79.00,87.00,78.00,78.00,,"Explanation of spending:
• New funding for internal support services.
•  Internal reallocation of resources from other programs."
"FY 2018-19",348,"Department of Indigenous Services Canada","Internal Services","ISS05","Financial Management Services - Department of Indigenous Services Canada",16530844.00,19461831.86,15601094.80,15568631.68,156.00,156.00,152.00,152.00,,"Explanation of spending:
•	New funding for internal support services.
•	Internal reallocation of resources from other programs."
"FY 2018-19",348,"Department of Indigenous Services Canada","Internal Services","ISS06","Information Management Services - Department of Indigenous Services Canada",4349379.12,6005339.81,3979690.41,3984153.34,62.00,55.00,62.00,62.00,,"Explanation of spending:
•	New funding for internal support services.
•	Internal reallocation of resources from other programs.
Explanation of FTEs: Does not represent a significant variance."
"FY 2018-19",348,"Department of Indigenous Services Canada","Internal Services","ISS07","Information Technology Management Services - Department of Indigenous Services Canada",10929238.88,30446735.83,9896458.65,9857366.04,79.00,66.00,78.00,78.00,,"Explanation of spending:
•	New funding for internal support services.
•	Internal reallocation of resources from other programs.
Explanation of FTEs: Does not represent a significant variance."
"FY 2018-19",348,"Department of Indigenous Services Canada","Internal Services","ISS08","Real Property Management Services - Department of Indigenous Services Canada",3972207.08,3383924.69,3521578.69,3529741.62,82.00,20.00,81.00,81.00,,"Explanation of spending:
•	New funding for internal support services.
•	Internal reallocation of resources to other programs.
Explanation of FTEs: Internal challenges."
